system:index,elevation,nwsli,.geo
00000000000000000356_0,2203.04,GDRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000357_0,1389.82,GDVC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000358_0,1768.7,GJXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000359_0,2662.6743,GLKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035a_0,2341.0425,GMSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035b_0,2250.382,GPRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035c_0,2672.5835,GRHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035d_0,2610.0786,GRNC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e_0,2572.1702,GSPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f_0,2335.8848,GUSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000360_0,2575.6475,HACC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000361_0,2618.023,HARC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000362_0,2228.4973,HCKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000363_0,2853.655,HMEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000364_0,2546.2104,HMZC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000365_0,1525.6686,HNDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000366_0,2646.0635,HRBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000367_0,3352.4,HTDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000368_0,2458.5288,HWDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000369_0,2462.743,IDOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036a_0,2300.434,IFLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036b_0,2736.2693,IMRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036c_0,1894.107,JAYC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036d_0,2343.6304,JCRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036e_0,2899.3347,JNSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036f_0,1053.3364,JULC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000370_0,1396.734,KERC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000371_0,1986.2062,KRGC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000372_0,3089.8447,KSEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000373_0,3098.9592,KSHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000374_0,1082.7188,LAMC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000375_0,1333.2794,LCRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000376_0,2070.9805,LDRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000377_0,2950.2942,LEDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000378_0,3284.7195,LKDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000379_0,2451.2856,LKGC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037a_0,1621.8352,LNSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037b_0,1810.9127,LODC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037c_0,2293.4788,LOOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037d_0,2927.1294,LPFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037e_0,2478.1353,LPHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037f_0,2027.2169,LPIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000380_0,2560.8767,LPRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000381_0,2484.916,LPSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000382_0,2288.5574,LSSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000383_0,3242.9902,LSTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000384_0,3371.3462,LUJC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000385_0,1233.6249,LXHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000386_0,1807.0009,MBLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000387_0,2494.08,MBNC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000388_0,1971.5994,MCCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000389_0,3078.189,MCHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038a_0,3156.6404,MDIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038b_0,2391.7803,MDTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038c_0,2740.3652,MEDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038d_0,1756.2235,MKRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038e_0,2259.9927,MMRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038f_0,2200.6895,MNRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000390_0,2483.08,MOHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000391_0,1954.7617,MOKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000392_0,2189.2437,MPSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000393_0,2383.2585,MRFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000394_0,1769.0044,MRRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000395_0,2633.4863,MSPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000396_0,2559.0007,MTSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000397_0,1291.522,MUDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000398_0,2161.111,MVPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000399_0,2421.9175,NBCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039a_0,2721.359,NCKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039b_0,2387.2493,NGTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039c_0,1292.9146,NMIC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039d_0,1642.8351,NNWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039e_0,1330.4799,NPTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039f_0,2400.358,NTUC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0_0,1794.9371,NUCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1_0,2516.6628,ONLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a2_0,1779.9939,OROC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3_0,2769.314,PCPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a4_0,2337.3076,PGSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a5_0,2033.9369,PIRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a6_0,2833.9336,PKLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7_0,2034.959,PNRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8_0,2629.6667,POLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9_0,1696.2391,PONC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003aa_0,2015.7107,PRSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ab_0,2153.0813,PSXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac_0,1448.184,PTLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ad_0,3006.6902,PTOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ae_0,1823.6777,PTRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af_0,1782.4204,RDDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0_0,2641.3965,RDKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b1_0,1880.641,RFEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b2_0,2506.9558,RFRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3_0,1865.1476,RGMC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4_0,1531.723,RIOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b5_0,2806.314,RRAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6_0,1866.9517,RSOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b7_0,2483.012,SAWC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8_0,3357.8704,SCEC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9_0,2449.0774,SCKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba_0,2405.5713,SDCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb_0,2525.3713,SDNC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc_0,2579.7703,SDVC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd_0,2384.8535,SGHC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be_0,2582.6218,SGTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf_0,2879.395,SIDC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0_0,1284.1387,SKKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c1_0,2166.913,SMPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c2_0,2197.0679,SMXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c3_0,2900.6038,SODC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4_0,2757.3396,SOPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c5_0,2402.4702,SPKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c6_0,1830.0908,SPMC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c7_0,1862.7908,SPTC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c8_0,2547.5774,SRGC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9_0,2043.2473,SSPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ca_0,2638.0095,STOC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb_0,1914.4316,SURC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cc_0,3153.4812,TAPC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cd_0,2778.9294,TCFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce_0,1260.1224,TCKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cf_0,2623.5913,TERC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d0_0,2898.2812,TINC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d1_0,2805.5947,TRXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d2_0,2599.7761,TTRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3_0,2802.9617,TWLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d4_0,2701.933,TYLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d5_0,1478.3756,UBCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d6_0,1329.9885,UCNC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7_0,1664.2375,UOLC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d8_0,1506.5029,URCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d9_0,2337.678,VCRC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003da_0,2030.0511,VTAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003db_0,2682.3442,WDCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dc_0,2954.6423,WICC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003dd_0,1893.7655,WIKC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003de_0,2754.8838,WLCC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003df_0,2602.0193,WPFC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e0_0,2996.4976,WRBC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e1_0,1921.5876,WRXC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e2_0,2098.0662,WSVC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e3_0,2102.081,YCAC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e4_0,2402.3677,YRSC2,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e5_0,193.41554,ATLM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e6_0,53.63162,BLUM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e7_0,243.48386,BRRM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e8_0,40.474796,CAOM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e9_0,158.48656,CHAM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea_0,160.9774,CHLM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003eb_0,181.0832,CLRM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ec_0,143.87898,CSTM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ed_0,198.12086,FSKM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ee_0,120.344154,HUGM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef_0,0.0,NBDM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f0_0,69.972885,OXBM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1_0,-2.1,POPM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f2_0,250.09975,RYLM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f3_0,1.2064801,SANM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4_0,76.845085,UXBM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5_0,4.336717,WAXM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6_0,7.2367897,WNGM3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f7_0,143.272,ASTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8_0,107.46667,BERN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f9_0,366.23148,BETN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa_0,4.889172,BGXN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb_0,207.37169,BLTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fc_0,177.1359,BRTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fd_0,135.52371,CNWN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe_0,40.938953,COCN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff_0,110.18683,COTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000400_0,156.87924,CWYN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401_0,381.0355,ERAN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000402_0,374.472,ERRN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403_0,500.60382,FCLN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404_0,136.26334,FFDN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405_0,176.31676,GELN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000406_0,331.28882,GHNN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407_0,249.38148,GILN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408_0,186.60622,GRTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409_0,283.66525,GRUN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040a_0,195.69778,HRLN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040b_0,34.39287,ISIN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c_0,159.64502,KENN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d_0,46.121002,KFDN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040e_0,37.520153,KINN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040f_0,155.25606,LAKN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000410_0,248.44043,LICN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000411_0,418.0701,LKFN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000412_0,335.21326,LKSN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413_0,148.18346,LKWN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000414_0,263.7438,LNCN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000415_0,254.21123,LYNN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000416_0,285.81342,MACN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000417_0,226.51991,MCAN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000418_0,123.064514,MLTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000419_0,39.76231,NAAN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041a_0,104.16451,NCHN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041b_0,291.25446,NISN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041c_0,269.28247,NSTN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041d_0,212.68173,OTRN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041e_0,158.037,POON3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000041f_0,143.89337,PTFN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000420_0,351.36453,PTSN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000421_0,56.230644,RAYN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000422_0,54.38671,SANN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000423_0,96.07458,SBPN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000424_0,566.4453,SECN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000425_0,167.05528,SHAN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000426_0,201.40163,SLSN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000427_0,141.15117,SLVN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000428_0,82.21049,SOUN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000429_0,138.21213,SWAN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042a_0,19.96556,THON3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042b_0,263.9388,WCNN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042c_0,159.54608,WEIN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042d_0,2.8142152,WINN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042e_0,68.97002,WLPN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000042f_0,186.67957,WPSN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000430_0,440.75436,WVVN3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000431_0,1921.6029,AFSN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432_0,2017.7006,ALLN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000433_0,1672.3116,ALRN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000434_0,1457.7325,BATN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000435_0,759.1464,BCCN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000436_0,1403.404,BDAN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000437_0,1253.9426,BGON2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000438_0,376.672,BISN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000439_0,2016.4469,BKRN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043a_0,1421.3241,BLUN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043b_0,1746.8333,BNCN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043c_0,1743.1942,BRLN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043d_0,1192.549,BRPN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043e_0,1692.2827,BSVN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000043f_0,1192.5629,BUFN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000440_0,2303.3386,BURN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000441_0,1746.3895,CATN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,272.4394,CCPN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000443_0,1746.4481,CCRN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000444_0,2238.4658,CEDN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000445_0,408.63098,CLBN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000446_0,2053.7363,COIN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000447_0,2000.4302,COMN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448_0,1746.44,COYN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000449_0,1950.4733,CRSN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044a_0,2181.1685,CTLN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044b_0,1722.7443,CVAN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044c_0,1426.0919,CVDN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044d_0,1946.0098,CVMN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044e_0,2315.4075,CYVN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044f_0,1946.8221,DBLN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000450_0,2640.6182,DECN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000451_0,1386.4487,DEDN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000452_0,1623.897,DESN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000453_0,1522.3,DRYN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000454_0,1855.0948,DWRN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000455_0,1488.8628,DYNN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000456_0,367.9511,ECON2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457_0,1599.0027,FISN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458_0,2103.8726,FOXN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000459_0,1293.7516,FVVN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045a_0,1876.1595,GALN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045b_0,1874.6656,GRVN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045c_0,1483.5167,GSGN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045d_0,1651.2474,HHWN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045e_0,1787.955,HRAN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000045f_0,1782.3445,HRBN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000460_0,1790.5321,HRNN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000461_0,1958.519,HRWN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000462_0,1241.4917,HUAN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000463_0,1899.8477,IMWN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000464_0,1682.7312,JSPN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000465_0,1340.8822,KNSN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000466_0,2061.1104,KYCN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000467_0,1983.6542,LCHN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000468_0,3356.6763,LNGN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000469_0,1771.1702,LONN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046a_0,1483.0426,LOPN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046b_0,1979.818,LVYN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046c_0,1616.9313,MJBN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046d_0,1707.648,MNCN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046e_0,1671.6388,MORN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046f_0,1965.658,MPVN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000470_0,1001.07294,MRYN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000471_0,2790.7441,MTHN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000472_0,1661.0502,MTSN2,"{""type"":""MultiPoint"",""coordinates"":[]}"
